"Nr. crt.","Regiune","Județ","Legislație/Mecanism finanțare","Autoritatea finanțatoare","Local/ central","Domeniu","An","Lista ONG","Suma","Contact ONG-WEBSITE","","{=INDEX(Autoritatea finanțatoare,MATCH(0,COUNTIF($D$4:D4,list),0))}"
"6228","Nord - Vest","Maramureș","Legea 350/2005","Consiliul Județean Maramureș","Local","Cultură","2016","Asoc.Tinerilor Ortodocși ai Protopopiatului Baia Mare-ATOP BM","7,000","","",""
"6229","Nord - Vest","Maramureș","Legea 350/2005","Consiliul Județean Maramureș","Local","Cultură","2016","Asoc.de Turism, Consultanță și Implementarea Proiectelor Europene","7,000","","",""
"6233","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA ACTIVE AGING SAT CURTUIUȘU MARE, COMUNA VALEA CHIOARULUI","5,000","","",""
"6234","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA BUNUL SAMARITEAN,ȚARA LĂPUȘULUI","8,000","","",""
"6235","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA ROTARACT CLUB TEAM BAIA MARE","9,000","","",""
"6236","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA RÂUREANA - INIȚIATIVĂ, PERSPECTIVĂ, INOVAȚIE -A.R.I.P.I. COPALNIC MĂNĂȘTUR","4,000","","",""
"6237","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA MANSIO BAIA MARE","3,000","","",""
"6238","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA CENTRUL PENTRU TRANSFORMARE SOCIALĂ","5,000","","",""
"6239","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA ATITUDINI PENTRU VIITOR BAIA MARE","4,000","","",""
"6240","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA PT.CULT., ED.ECOLOG. ȘI TURISM (ACEET)","2,500","","",""
"6241","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA NORD PT. COOPERARE ȘI INTEGRARE ȘOMCUȚA MARE","4,000","","",""
"6242","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","CENTRUL PENTRU DEZVOLTARE DURABILĂ GREENTIN, BUSAG (TAUTII MAGHERAUS )","5,000","","",""
"6243","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","CLUBUL DE DANS SPORTIV GALACTIC DANCE GRUP","6,000","","",""
"6244","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA CULTURALĂ UNIREA","6,000","","",""
"6245","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA CERCETAȘII MUNȚILOR","5,000","","",""
"6246","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA LINK CENTER BAIA MARE","7,000","","",""
"6247","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA LIGA STUDENȚILOR ""PINTEA VITAZU""","6,000","","",""
"6248","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA REINVENT","10,000","","",""
"6249","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA PT. DEZVOLTARE PRIN EDUCAȚIE, INFORMARE ȘI SUSȚINERE -D.E.I.S.","10,000","","",""
"6250","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","FEDERAȚIA ORGANIZAȚIILOR NEGUVERNAMENTALE DE TINERET DIN MARAMUREȘ","13,500","","",""
"6251","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","FUNDAȚIA UNIUNEA HUȚULILOR DIN ROMÂNIA","4,000","","",""
"6252","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA START PENTRU PERFORMANȚĂ","4,000","","",""
"6253","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA YMCA BAIA MARE","5,000","","",""
"6254","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","FEDERAȚIA YOUNG MEN'S CHRISTIAN ASSOCIATIONS (ACRONIM: FEDERAȚIA YMCA ROMÂNIA)","6,000","","",""
"6255","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","ASOCIAȚIA TINERILOR ORTODOCȘI DIN PROTOPOPIATUL SIGHET","8,000","","",""
"6256","Nord - Vest","Maramureș","Legea 215/2001","Consiliul Județean Maramureș","Local","Tineret","2016","PAROHIA ORTODOXĂ ""ÎNĂLȚAREA DOMNULUI"" TÂRGU LĂPUȘ","10,000","","",""
"6272","Nord - Vest","Maramureș","O.G. 51/1998","Consiliul Județean Maramureș","Local","Cultură","2017","Uniunea Huțulilor din România","20,000","","",""
"6277","Nord - Vest","Maramureș","O.G. 51/1998","Consiliul Județean Maramureș","Local","Cultură","2017","Asociația Interculturală de Tradiții","50,000","","",""
"6282","Nord - Vest","Maramureș","O.G. 51/1998","Consiliul Județean Maramureș","Local","Cultură","2017","Uniunea Artiștilor Plastici Baia Mare","50,000","","",""
"6283","Nord - Vest","Maramureș","O.G. 51/1998","Consiliul Județean Maramureș","Local","Cultură","2017","Centrul Cultural Sighet","20,000","","",""
"6285","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Creştină Diakonia","7,000","","",""
"6286","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Română de Cancer Grupul Destine Comune","8,000","","",""
"6287","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Română de Cancer Grupul Destine Comune","7,000","","",""
"6288","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Gecse Daniel Tg. Mureş","8,000","","",""
"6289","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Microregionala Târnava Mică – Bălăuşeri -Sovata","10,000","","",""
"6290","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Pro Sovata","13,000","","",""
"6291","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Rheum Care Tg. Mureş","5,000","","",""
"6292","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Rheum Care Tg. Mureş","7,000","","",""
"6293","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Culturală Czegei Wass Reghin","10,000","","",""
"6294","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Veritas Sighişoara","5,000","","",""
"6295","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Veritas Sighişoara","4,000","","",""
"6296","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Caritas Alba Iulia","8,000","","",""
"6297","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia FFM Marianum Tg. Mureş","2,000","","",""
"6298","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Filantropia Ortodoxă Alba Iulia - Filiala Reghin","8,000","","",""
"6299","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia „Pentru familia creştină” Sighişoara","8,000","","",""
"6300","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia „Raza de soare” Iernut","7,000","","",""
"6301","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Caritas Mitropolitan Greco Catolic Blaj","5,000","","",""
"6302","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Caritas Mitropolitan Greco Catolic Blaj","5,000","","",""
"6303","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Culturală „Cezara Codruţa Marica”","15,000","","",""
"6304","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia IPDP Sângeorgiu de Mureş","4,000","","",""
"6305","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia IPDP Sângeorgiu de Mureş","4,000","","",""
"6306","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia „Grija pentru Vârstnici” Măgherani","7,000","","",""
"6307","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Filiala Reghin a Fundaţiei Creştine Diakonia","12,000","","",""
"6308","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Caritas Greco Catolic Tg. Mureş","7,000","","",""
"6309","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Loc Sâncraiu de Mureş","6,000","","",""
"6310","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Loc Sâncraiu de Mureş","5,000","","",""
"6311","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Loc Sâncraiu de Mureş","4,000","","",""
"6312","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Loc Sâncraiu de Mureş","4,000","","",""
"6313","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Bonus Pastor Tg. Mureş","15,000","","",""
"6314","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Pro Christo et Ecclesia Tg. Mureş","5,000","","",""
"6315","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Organizaţia „Salvaţi copiii” Tg. Mureş","9,000","","",""
"6316","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia „Mâini dibace” Tg. Mureş","15,000","","",""
"6317","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Pro Christo et Ecclesia – Filiala Tg. Mureş","6,000","","",""
"6318","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Catharsis - Asociaţia părinţilor şi susţinătorilor legali ai persoanelor cu dizabilităţi psihomotorii şi locomotorii – Târnăveni","4,000","","",""
"6319","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Unitarcoop Tg. Mureş","6,000","","",""
"6320","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Micro-regională Târnava Mică – Bălăuşeri -Sovata","10,000","","",""
"6321","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia „Diakonos” Păsăreni","8,000","","",""
"6322","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia „Sfânta Elisabeta” Tg. Mureş","10,000","","",""
"6323","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia „Sfânta Elisabeta” Tg. Mureş","13,000","","",""
"6324","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Buckner Romania Tg. Mureş","7,000","","",""
"6325","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Buckner Romania Tg. Mureş","7,000","","",""
"6326","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Femeia Mileniului III Tg.Mureş","5,000","","",""
"6327","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Rhema Tg. Mureş","3,000","","",""
"6328","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Rhema Tg. Mureş","3,000","","",""
"6329","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Rhema Tg. Mureş","3,000","","",""
"6330","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia LCS - Speranţa Sighişoara","3,000","","",""
"6331","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Kiwi Casa Bucuriei Tg. Mureş","4,000","","",""
"6332","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Inocenţia Nadeş","6,000","","",""
"6333","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Speranţa a familiilor cu copii handicapaţi Tg. Mureş","8,000","","",""
"6334","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Hifa-România Tg. Mureş","7,000","","",""
"6335","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Hifa-România Tg. Mureş","7,000","","",""
"6336","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Beautiful Life Chirileu","10,000","","",""
"6337","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Lazarenum Tg. Mureş","3,000","","",""
"6338","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Lazarenum Tg. Mureş","8,000","","",""
"6339","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Alpha Transilvana","5,000","","",""
"6340","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Fundaţia Alpha Transilvana","5,000","","",""
"6341","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Social","2013","Asociaţia Copiilor şi Tinerilor Diabetici Tg. Mureş","10,000","","",""
"6342","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Glăjărie","2,100","","",""
"6343","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Cheţani","1,800","","",""
"6344","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Cuştelnic","1,000","","",""
"6345","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Abuş- filia Păucişoara","1,000","","",""
"6346","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Abuş","1,000","","",""
"6347","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Şincai","1,800","","",""
"6348","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Păucişoara","1,500","","",""
"6349","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Bărdeşti","1,000","","",""
"6350","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Oarba de Mureş","1,900","","",""
"6351","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Mănăstirea Ortodoxă Albeşti","2,000","","",""
"6352","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Greco Catolică Ibăneşti - Filia Gropi","1,100","","",""
"6353","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Greco Catolică Ibăneşti","1,100","","",""
"6354","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Şeulia de Mureş","1,900","","",""
"6355","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Toaca","1,900","","",""
"6356","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Gurghiu","2,100","","",""
"6357","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Iernut II","2,000","","",""
"6358","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Morăreni filia Maioreşti","1,900","","",""
"6359","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Vătava","2,000","","",""
"6360","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Mănăstirea Ortodoxă Cipăieni","2,000","","",""
"6361","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Tuşin","1,000","","",""
"6362","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Coasta Mare","1,700","","",""
"6363","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Iclănzel","1,900","","",""
"6364","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Iclănzel - Filia Mădărăşeni","1,800","","",""
"6365","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Giuluş","1,800","","",""
"6366","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Subpădure","1,000","","",""
"6367","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Mănăstirea Ortodoxă Lăpuşna","2,000","","",""
"6368","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Râciu","1,000","","",""
"6369","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Greco Catolică nr. 4 Târgu Mureş","650","","",""
"6370","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Dâmbu","1,700","","",""
"6371","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Dâmbu - Filia Satu Nou","1,000","","",""
"6372","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Poieniţa","2,000","","",""
"6373","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Grindeni","2,100","","",""
"6374","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Grindeni - Filia Hădăreni","2,100","","",""
"6375","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Gurghiu - Filia Ideciu de Jos","2,100","","",""
"6376","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Gurghiu","2,100","","",""
"6377","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Gurghiu - Filia Glăjărie","2,100","","",""
"6378","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Papiu Ilarian","1,000","","",""
"6379","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Reghin","1,000","","",""
"6380","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Adventistă Papiu Ilarian","700","","",""
"6381","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Greco Catolică Ivăneşti","1,000","","",""
"6382","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Corneşti","1,300","","",""
"6383","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Sângeorgiu de Mureş nr.I","1,700","","",""
"6384","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Sânmărtinu de Câmpie","1,800","","",""
"6385","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Crăciuneşti","1,300","","",""
"6386","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Idrifaia","1,000","","",""
"6387","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Călimăneşti","1,300","","",""
"6388","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Sângeorgiu de Mureş","1,300","","",""
"6389","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Zau de Câmpie","2,100","","",""
"6390","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Şăuşa","2,000","","",""
"6391","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Ceuaşu de Câmpie - Filia Herghelia","1,700","","",""
"6392","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Ceuaşu de Câmpie","1,700","","",""
"6393","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Band","1,800","","",""
"6394","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Chirileu","1,000","","",""
"6395","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Romano Catolică nr. IV Târgu Mureş","3,000","","",""
"6396","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Unitariană Roua","1,500","","",""
"6397","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Unitariană Gălăţeni","800","","",""
"6398","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Cuieşd","1,500","","",""
"6399","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Mădăraş","1,200","","",""
"6400","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Unitariană Sighişoara - filia Albeşti","800","","",""
"6401","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Unitariană Sighişoara","800","","",""
"6402","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Unitariană Pipea-Nadeş","800","","",""
"6403","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Ungheni","2,200","","",""
"6404","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Târgu Mureş nr. VII","1,300","","",""
"6405","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Săcalu de Pădure","1,000","","",""
"6406","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Şerbeni","1,900","","",""
"6407","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Şerbeni - Filia Căcuci","1,900","","",""
"6408","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Gogan","1,000","","",""
"6409","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Valea Largă II","1,700","","",""
"6410","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Valea Largă I","1,700","","",""
"6411","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Ordinul Surorilor Carmelite Descălţate Sângeorgiu de Mureş","3,000","","",""
"6412","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Cinta","1,500","","",""
"6413","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Greco Catolică Poieniţa","650","","",""
"6414","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Greco Catolică Bălăuşeri","650","","",""
"6415","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Orşova","2,100","","",""
"6416","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Ceuaşu de Câmpie","1,600","","",""
"6417","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Iştihaza","2,100","","",""
"6418","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Cecălaca","2,100","","",""
"6419","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Dileul Vechi","2,000","","",""
"6420","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Dileul Vechi - Filia Vaideiu","1,800","","",""
"6421","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Agrişteu","1,400","","",""
"6422","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Cerghid","2,300","","",""
"6423","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Maia","1,000","","",""
"6424","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Bâra","1,000","","",""
"6425","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Bâra - filia Bereni","1,000","","",""
"6426","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Solovăstru","1,800","","",""
"6427","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Vărgata","1,500","","",""
"6428","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Beica de Sus","1,800","","",""
"6429","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Nadăşa","1,700","","",""
"6430","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Reformată Beica de Jos","2,100","","",""
"6431","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Reghin","1,800","","",""
"6432","Centru","Mureș","Legea 350/2005","Consiliul Județean Mureș","Local","Culte","2013","Parohia Ortodoxă Râpa de Jos","1,800","","",""
